"","Headline","Skills","Linkedin"
"3128","Principal Data Scientist at BlackRock","Analysis",1
"3129","Principal Data Scientist at BlackRock","R",12
"3130","Principal Data Scientist at BlackRock","Python",6
"3131","Principal Data Scientist at BlackRock","LaTeX",4
"3132","Principal Data Scientist at BlackRock","Matlab",1
"3133","Principal Data Scientist at BlackRock","Big Query",1
"3134","Principal Data Scientist at BlackRock","SQL",1
"3136","Principal Data Scientist at BlackRock","Time Series Analysis",5
"3137","Principal Data Scientist at BlackRock","Monte Carlo Simulation",4
"3138","Principal Data Scientist at BlackRock","Probability",2
"3139","Principal Data Scientist at BlackRock","Large-scale Data Analysis",2
"3140","Data Scientist at Airbnb","SAS",57
"3141","Data Scientist at Airbnb","Statistical Modeling",48
"3142","Data Scientist at Airbnb","R",40
"3143","Data Scientist at Airbnb","Data Mining",18
"3144","Data Scientist at Airbnb","Risk Management",11
"3145","Data Scientist at Airbnb","Actuarial Science",6
"3146","Data Scientist at Airbnb","SAS/SQL",4
"3147","Data Scientist at Airbnb","SPSS",12
"3148","Data Scientist at Airbnb","VBA",5
"3149","Data Scientist at Airbnb","access",1
"3150","Data Scientist at Airbnb","Predictive Modeling",21
"3151","Data Scientist at Airbnb","Logistic Regression",9
"3152","Data Scientist at Airbnb","regular expressions",2
"3153","Data Scientist at Airbnb","Unix Shell Scripting",4
"3154","Data Scientist at Airbnb","data visuali",2
"3155","Data Scientist at Google","Machine Learning",15
"3156","Data Scientist at Google","Data Mining",1
"3157","Data Scientist at Google","Statistical Modeling",11
"3158","Data Scientist at Google","Data Analysis",13
"3159","Data Scientist at Google","Data Visualization",6
"3160","Data Scientist at Google","Search Engine Marketing (SEM)",1
"3161","Data Scientist at Google","Matlab",8
"3162","Data Scientist at Google","R",11
"3164","Data Scientist at Google","SQL",4
"3165","Data Scientist at Google","python",1
"3167","Data Scientist at Google","Statistical Consulting",11
"3168","Data Scientist at Google","Parallel Computing",4
"3169","Data Scientist at Google","Hive",3
"3173","Principal Data Scientist at Capital One","Business Analysis",22
"3174","Principal Data Scientist at Capital One","Project Management",21
"3175","Principal Data Scientist at Capital One","Data Analysis",26
"3176","Principal Data Scientist at Capital One","Machine Learning",10
"3177","Principal Data Scientist at Capital One","Python",17
"3178","Principal Data Scientist at Capital One","C++",14
"3179","Principal Data Scientist at Capital One","SQL",10
"3180","Principal Data Scientist at Capital One","Deep Learning",6
"3181","Principal Data Scientist at Capital One","Natural Language Processing",8
"3183","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Java",96
"3184","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Microsoft Office",92
"3185","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Data Analysis",30
"3186","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","SQL",47
"3187","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Core Java",35
"3188","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","MySQL",33
"3189","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Oracle SQL Developer",31
"3190","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Enterprise JavaBeans (EJB)",29
"3191","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","C",30
"3192","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Tomcat",28
"3193","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Hadoop",28
"3194","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","C++",27
"3195","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","JavaServer Pages (JSP)",27
"3196","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Spring Framework",25
"3197","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Jenkins",26
"3198","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Maven",26
"3199","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","oRACLE",26
"3200","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","HTML",26
"3201","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","SoapUI",24
"3202","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","PL/SQL",25
"3203","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","PLSQL Developer",22
"3204","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Github",20
"3205","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Adobe Photoshop",23
"3206","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","WebLogic",22
"3207","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","R",23
"3208","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","SPSS",20
"3209","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Tableau",22
"3210","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Watson Analytics",20
"3211","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","QlikView",22
"3212","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Cassandra",25
"3213","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Hive",22
"3214","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Spring Batch",21
"3215","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Sonar",21
"3216","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Beyond Compare",19
"3217","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","ArgoUML",20
"3218","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Gretl",17
"3219","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Weka",17
"3220","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Spring Webservices",21
"3221","Data Analyst at Citi | Tableau Desktop Associate | #GHC19","Hue",20
"3222","Data Scientist at Facebook | M.S. in Statistics","R Programming",8
"3223","Data Scientist at Facebook | M.S. in Statistics","SAS",9
"3224","Data Scientist at Facebook | M.S. in Statistics","Python",8
"3225","Data Scientist at Facebook | M.S. in Statistics","Data Analysis",6
"3226","Data Scientist at Facebook | M.S. in Statistics","Machine Learning",2
"3227","Data Scientist at Facebook | M.S. in Statistics","Data Mining",1
"3228","Data Scientist at Facebook | M.S. in Statistics","Statistics",3
"3229","Data Scientist at Facebook | M.S. in Statistics","Research",1
"3230","Data Scientist at Facebook | M.S. in Statistics","SQL",6
"3231","Data Scientist at Facebook | M.S. in Statistics","C Programming",4
"3232","Data Scientist at Facebook | M.S. in Statistics","MATLAB",3
"3233","Data Scientist at Facebook | M.S. in Statistics","Hadoop",2
"3234","Data Scientist at Facebook | M.S. in Statistics","Tableau",3
"3235","Data Scientist at Facebook | M.S. in Statistics","Microsoft Office",5
"3236","Data Scientist at Facebook | M.S. in Statistics","Stata",3
"3237","Data Scientist at Facebook | M.S. in Statistics","Adobe After Effects",1
"3238","Data Scientist at Facebook | M.S. in Statistics","R",8
"3239","Data Scientist","Statistics",17
"3240","Data Scientist","Stochastic Processes",9
"3241","Data Scientist","Stochastic Calculus",8
"3242","Data Scientist","Mathematics",12
"3243","Data Scientist","Machine Learning",6
"3244","Data Scientist","Data Analysis",7
"3245","Data Scientist","Actuarial Science",7
"3246","Data Scientist","Research",7
"3247","Data Scientist","Statistical Data Analysis",4
"3248","Data Scientist","Quantitative Analytics",3
"3249","Data Scientist","R",11
"3250","Data Scientist","Java",8
"3251","Data Scientist","SQL",8
"3252","Data Scientist","Microsoft PowerPoint",7
"3253","Data Scientist","Microsoft Office",7
"3254","Data Scientist","SAS",6
"3255","Data Scientist","Python",7
"3256","Data Scientist","Microsoft Excel",5
"3257","Data Scientist","Leadership",4
"3258","Data Scientist","Time Management",3
"3259","Data Scientist","Critical Thinking",3
"3260","Data Scientist","Presentation Skills",3
"3261","Data Scientist","Teamwork",3
"3262","Data Scientist","Big Data Analytics",3
"3263","Data Scientist","Pressure Handling",3
"3264","Data Scientist","Regression Models",3
"3265","Speech and Data Scientist at Nuance Communications","Matlab",17
"3266","Speech and Data Scientist at Nuance Communications","Microsoft Office",15
"3267","Speech and Data Scientist at Nuance Communications","Statistics",14
"3268","Speech and Data Scientist at Nuance Communications","Mathematics",9
"3269","Speech and Data Scientist at Nuance Communications","Data analysis",6
"3270","Speech and Data Scientist at Nuance Communications","Machine Learning",5
"3271","Speech and Data Scientist at Nuance Communications","Mathematical Modeling",4
"3272","Speech and Data Scientist at Nuance Communications","Data Collection",4
"3273","Speech and Data Scientist at Nuance Communications","Data Analysis",4
"3274","Speech and Data Scientist at Nuance Communications","Python",10
"3275","Speech and Data Scientist at Nuance Communications","SQL",8
"3276","Speech and Data Scientist at Nuance Communications","R",8
"3277","Speech and Data Scientist at Nuance Communications","Java",6
"3278","Speech and Data Scientist at Nuance Communications","PHP",4
"3279","Speech and Data Scientist at Nuance Communications","Linear Regression",5
"3280","Speech and Data Scientist at Nuance Communications","Regression Analysis",5
"3281","Speech and Data Scientist at Nuance Communications","Lingo",4
"3282","Speech and Data Scientist at Nuance Communications","Data Science",4
"3283","Speech and Data Scientist at Nuance Communications","Linear Programming",4
"3284","Speech and Data Scientist at Nuance Communications","Principal Component Analysis",4
"3285","Data Scientist at Facebook","Databases",23
"3286","Data Scientist at Facebook","SQL",17
"3287","Data Scientist at Facebook","C#",14
"3288","Data Scientist at Facebook","Algorithms",8
"3289","Data Scientist at Facebook","Software Engineering",5
"3290","Data Scientist at Facebook","Web Development",4
"3291","Data Scientist at Facebook","Integration",4
"3293","Data Scientist at Facebook","Data Analysis",1
"3294","Data Scientist at Facebook","Microsoft SQL Server",19
"3295","Data Scientist at Facebook","Java",17
"3296","Data Scientist at Facebook",".NET",9
"3297","Data Scientist at Facebook","Tableau",5
"3298","Data Scientist at Facebook","R",3
"3299","Data Scientist at Facebook","jQuery",5
"3300","Data Scientist at Facebook","JavaScript",7
"3301","Data Scientist at Facebook","MySQL",9
"3302","Data Scientist at Facebook","PL/SQL",8
"3303","Data Scientist at Facebook","HTML",5
"3304","Data Scientist at Facebook","ASP.NET",4
"3305","Data Scientist at Facebook","Eclipse",3
"3306","Data Scientist at Facebook","LINQ",2
"3307","Data Scientist at Facebook","ASP.NET AJAX",2
"3308","Data Scientist at Facebook","Operating Systems",2
"3309","Data Scientist at Facebook","Visual Studio",2
"3310","Data Scientist at Facebook","AJAX",6
"3311","Data Scientist at Facebook","CSS",2
"3312","Data Scientist at Facebook","SSIS",4
"3313","Data Scientist at Facebook","TFS",1
"3315","Data Scientist at Facebook","Git",1
"3317","Data Scientist at Facebook","SQL Server Integration Services (SSIS)",1
"3319","Data Scientist at Facebook","VSS",1
"3320","Data Scientist at Facebook","TIBCO iProcess",1
"3322","Data Scientist at Fareportal","Python",12
"3323","Data Scientist at Fareportal","C",14
"3324","Data Scientist at Fareportal","C++",11
"3325","Data Scientist at Fareportal","Software Development",4
"3326","Data Scientist at Fareportal","Programming",5
"3327","Data Scientist at Fareportal","Research",5
"3328","Data Scientist at Fareportal","Data Analysis",3
"3329","Data Scientist at Fareportal","Machine Learning",3
"3330","Data Scientist at Fareportal","Data Mining",2
"3331","Data Scientist at Fareportal","Data Modeling",3
"3332","Data Scientist at Fareportal","Statistical Data Analysis",2
"3333","Data Scientist at Fareportal","Statistical Modeling",4
"3334","Data Scientist at Fareportal","Matlab",9
"3335","Data Scientist at Fareportal","Embedded C",4
"3336","Data Scientist at Fareportal","Arduino",3
"3337","Data Scientist at Fareportal","Ubuntu",3
"3338","Data Scientist at Fareportal","Linux",7
"3339","Data Scientist at Fareportal","Mininet",2
"3340","Data Scientist at Fareportal","Windows",4
"3341","Data Scientist at Fareportal","Microsoft Office",14
"3342","Data Scientist at Fareportal","Microsoft Word",5
"3343","Data Scientist at Fareportal","PowerPoint",7
"3344","Data Scientist at Fareportal","Microsoft Excel",8
"3345","Data Scientist at Fareportal","Java",2
"3346","Data Scientist at Fareportal","HTML",2
"3347","Data Scientist at Fareportal","Management",2
"3348","Data Scientist at Fareportal","MikroC",2
"3349","Data Scientist at Fareportal","Software Defined Networking",3
"3350","Data Scientist at Fareportal","8051 Assembly",3
"3351","Data Scientist at Fareportal","Proteus",2
"3352","Data Scientist at Fareportal","Scilab",3
"3353","Senior Data Analyst at Apple","Teradata",3
"3354","Senior Data Analyst at Apple","Unica Affinium Campaign",1
"3355","Senior Data Analyst at Apple","ETL",1
"3356","Senior Data Analyst at Apple","SQL",1
"3357","Senior Data Analyst at Apple","Unix",1
"3360","Data Scientist at Pfizer","R",9
"3361","Data Scientist at Pfizer","Data Analysis",7
"3362","Data Scientist at Pfizer","Python",6
"3363","Data Scientist at Pfizer","Machine Learning",5
"3364","Data Scientist at Pfizer","Research",4
"3365","Data Scientist at Pfizer","Data Visualization",4
"3366","Data Scientist at Pfizer","Social Media",1
"3367","Data Scientist at Pfizer","Statistics",1
"3368","Data Scientist at Pfizer","SQL",5
"3369","Data Scientist at Pfizer","Microsoft Excel",3
"3370","Data Scientist at Pfizer","PowerPoint",3
"3371","Data Scientist at Pfizer","Microsoft Office",3
"3372","Data Scientist at Pfizer","Microsoft Word",2
"3375","Data Scientist at Pfizer","Public Speaking",4
"3376","Data Scientist at Pfizer","Leadership",1
"3381","Data Scientist at Viome","Python",10
"3382","Data Scientist at Viome","R",8
"3383","Data Scientist at Viome","SQL",5
"3384","Data Scientist at Viome","Data Analysis",8
"3385","Data Scientist at Viome","Machine Learning",1
"3386","Data Scientist at Viome","Statistics",5
"3387","Data Scientist at Viome","Grant Writing",1
"3388","Data Scientist at Viome","Confocal Microscopy",1
"3389","Data Scientist at Viome","Molecular Biology",7
"3390","Data Scientist at Viome","Molecular Cloning",1
"3391","Data Scientist at Viome","Cell Culture",4
"3392","Data Scientist at Viome","Cell Biology",9
"3393","Data Scientist at Viome","PCR",1
"3394","Data Scientist at Viome","Western Blotting",3
"3395","Data Scientist at Viome","qPCR",3
"3396","Data Scientist at Viome","Research",5
"3397","Data Scientist at Viome","D3.js",2
"3398","Data Scientist at Viome","Flask",2
"3399","Data Scientist at Viome","HTML",2
"3400","Data Scientist at Viome","mapbox",2
"3403","Data Scientist at Viome","cartodb",1
"3404","Data Scientist at Viome","Embryology",1
"3406","Data Scientist at Viome","Time-lapse",1
"3413","Data Scientist","Valuation",12
